"Respondent.Serial";"Respondent.Serial.SourceFile";"Respondent.Origin (1/6)";"Respondent.Origin (2/6)";"Respondent.Origin (3/6)";"Respondent.Origin (4/6)";"Respondent.Origin (5/6)";"Respondent.Origin (6/6)";"Respondent.Origin.Other";"Respondent.ID";"DataCollection.Status (1/9)";"DataCollection.Status (2/9)";"DataCollection.Status (3/9)";"DataCollection.Status (4/9)";"DataCollection.Status (5/9)";"DataCollection.Status (6/9)";"DataCollection.Status (7/9)";"DataCollection.Status (8/9)";"DataCollection.Status (9/9)";"DataCollection.InterviewerID";"DataCollection.StartTime";"DataCollection.FinishTime";"DataCollection.MetadataVersionNumber";"DataCollection.MetadataVersionGUID";"DataCollection.RoutingContext";"DataCollection.Variant";"DataCollection.EndQuestion";"DataCollection.TerminateSignal";"DataCollection.SeedValue";"DataCollection.InterviewEngine";"DataCollection.CurrentPage";"DataCollection.Debug";"DataCollection.ServerTimeZone";"DataCollection.InterviewerTimeZone";"DataCollection.RespondentTimeZone";"DataCollection.BatchID";"DataCollection.BatchName";"DataCollection.DataEntryMode";"DataCollection.Removed";"DataCleaning.Note";"DataCleaning.Status (1/2)";"DataCleaning.Status (2/2)";"DataCleaning.ReviewStatus (1/4)";"DataCleaning.ReviewStatus (2/4)";"DataCleaning.ReviewStatus (3/4)";"DataCleaning.ReviewStatus (4/4)";"PA";"PB";"P1_1";"P1_1.R96";"P1_T (1/10)";"P1_T (2/10)";"P1_T (3/10)";"P1_T (4/10)";"P1_T (5/10)";"P1_T (6/10)";"P1_T (7/10)";"P1_T (8/10)";"P1_T (9/10)";"P1_T (10/10)";"P1_T.R96";"P2_1";"P2_1.R96";"P2_T (1/10)";"P2_T (2/10)";"P2_T (3/10)";"P2_T (4/10)";"P2_T (5/10)";"P2_T (6/10)";"P2_T (7/10)";"P2_T (8/10)";"P2_T (9/10)";"P2_T (10/10)";"P2_T.R96";"P3";"P3.R96";"P4_1";"P4_2";"P4_3";"P4_4";"P4_5";"P4_6";"P4_7";"P4_8";"P4_9";"P4_96";"P4aCOMP";"P5";"P5.R96";"P6";"P6aCOMP";"P6a2COMP";"P6aAnos";"P6a";"P6aDias";"P8COMP";"P8COMP.R96";"P9COMP";"P10COMP";"P11COMP";"P12COMP";"P10";"P13aCOMP";"P13bCOMP";"P11[{R1}].escala";"P11[{R2}].escala";"P11[{R3}].escala";"P11[{R4}].escala";"P11[{R5}].escala";"P11[{R6}].escala";"P11[{R7}].escala";"P11[{R8}].escala";"P13aCOMP2";"P13bCOMP2";"P17[{R1}].escala";"P17[{R2}].escala";"P17[{R3}].escala";"P17[{R4}].escala";"P17[{R5}].escala";"P17[{R6}].escala";"P17[{R7}].escala";"P17[{R8}].escala";"P18[{R01}].escala";"P18[{R02}].escala";"P18[{R03}].escala";"P18[{R04}].escala";"P18[{R05}].escala";"P18[{R06}].escala";"P18[{R07}].escala";"P18[{R08}].escala";"P18[{R09}].escala";"P18[{R10}].escala";"P18[{R11}].escala";"P18[{R12}].escala";"P18[{R13}].escala";"P18[{R14}].escala";"P18[{R15}].escala";"P18[{R16}].escala";"P18[{R17}].escala";"P18[{R18}].escala";"P18[{R19}].escala";"D1";"D2";"D3";"D3.R96";"D4";"D4.R96";"EDJF";"AUTO";"HABI";"BANO";"BOIL";"FOCO";"NSE_Final";"USUARIOS";"NUSUARIOS (1/3)";"NUSUARIOS (2/3)";"NUSUARIOS (3/3)"
863;;3;;;;;;;19866;1;;;;;;;;;"1422garciajose061502";"2015-10-08 15:01:01";"2015-10-08 15:18:37";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1856067540;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;;;;;;;;;;;1;;96;;;;;;;;;;"NEXTEL";96;"NEXTEL";1;;;;;;;;;2;2;95;;;;"ANTES LOS MINUTOS ERAN MAS BARATOS A 99 CENTAVOS";0;5;0;97;;;"TE DAN BENEFICIOS,NO HAY FALLA EN LA RED Y EN EL SISTEMA NEXTEL BIEN";2;"NEXTEL TIENE LLAMADAS GRATIS A TODAS LAS COMPAÑIAS A TELCEL MUCHOS MNUTOS";1;1;"TE DAN POR 200 PESOS TE DAN LOS BENEFIOS, Y POR 250 EN NEXTEL TE DAN";1;1;1;1;1;1;1;1;3;"SERIALOMISMO Y NO ME INTERESA}";1;1;2;1;1;1;1;1;9;6;9;7;9;9;6;6;9;6;9;9;6;7;9;7;6;6;6;2;1;1;;1;;3;1;99;0;3;999;3;"3 Telcel";1;;
864;;3;;;;;;;30131;1;;;;;;;;;"1406llanosmoises061503";"2015-10-08 15:01:04";"2015-10-08 20:50:44";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1856063624;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;7;8;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"POR QUE POR LO REGULAR ES LA MSS COMUN";10;98;998;97;;;"POR QUE ESTE ME SIRVE PARA LO BASICO PARA LLAMAR Y MENSAJEAR.";2;"POR QUE LA VERDAD YO YA ME ACOSTUMBRE A TELCEL Y SE HARIA DIFICIL CAMBIARME";5;1;"YA ES LA COSTUMBRE PARA MI TRABAJO YO LO OCUPO PARA PASAR COSAS Y NO ME INTERESA";1;1;3;1;1;3;1;1;1;"POR QUE NADA MAS LO USO PARA LO BASICO LLAMADAS MENSAJES Y AVECES YO NO LE METO RECARGAS A MI ME HABLAN";1;1;1;1;1;1;1;1;7;7;7;7;7;7;9;8;7;7;9;8;8;7;7;9;7;9;9;3;2;1;;1;;11;1;98;5;3;98;9;"3 Telcel";1;;
944;;3;;;;;;;18594;1;;;;;;;;;"1523sanchezmario071504";"2015-10-08 15:12:07";"2015-10-08 16:07:01";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1855401509;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;7;;1;6;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"POR QUE TIENE COBERTA MAS AMPLIA.";9;0;0;97;;;"POR QUE ME DA BUENOS PLANES ES MAS SEGURA Y NO QUIRO CAMBIARME DE COMPAÑIA.";2;"POR QUE NO TIENE COBERTURA AQUI EN CD DEL CARMEN. PERO SI TIENE BUENA TARIFA.";5;5;"POR QUE LOS PALNES SON ACCECIBLES PERO NO HAY COBERTURA AQUI EN CD DEL CARMEN.";4;5;4;5;5;5;4;4;5;"POR LOS SERVICIOS Y LOS PREPAGOS QUE TIENEN.";4;4;4;4;4;5;4;4;9;9;7;9;7;8;9;7;8;9;9;7;7;7;7;7;9;9;7;5;1;96;"NO CONTESTO.";96;"NO CONTESTO.";14;3;99;5;3;99;9;"3 Telcel";1;;
1015;;3;;;;;;;26361;1;;;;;;;;;"1220garciafernando121402";"2015-10-08 15:18:56";"2015-10-08 16:14:45";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1854992334;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;8;;;;;;;;;;;1;;8;;;;;;;;;;;8;;1;;;;;;;1;;;;95;;;;"- PARECE QUE TIENE MAS ALCANCE CUANDO SALGO EN LOS RANCHOS QUE LAS OTRAS COMPAÑÍAS COMO MOVISTAR";1;3;0;97;;;"- POR QUE MI FAMILIA LA MAYORÍA TIENE TELCEL, Y EN MOVISTAR ES MUY BARATO PERO SI SALGO DE LA CUDAD PIERDO COBERTURA";2;"- POR QUE TENGO MI FAMILIA CON TELCEL";4;1;"- POR QUE QUIERO CONSERVAR LOS DOS SERVICIOS DE TELCEL Y UNEFÓN";2;1;4;2;2;2;2;2;2;"- POR QUE QUIERO TENER LAS DOS LÍNEAS ME CONVIENE POR MI FAMILIA QUE TIENE LELCEL";1;1;1;1;1;1;4;1;9;8;6;9;7;7;7;9;6;7;9;9;7;8;7;7;7;9;7;5;1;2;;96;"CO";14;2;5;1;1;99;1;"3 Telcel";1;;
1037;;3;;;;;;;29508;1;;;;;;;;;"1422garciajose061502";"2015-10-08 15:21:40";"2015-10-08 15:36:42";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1854828486;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"NO HAY OTRA COMPAÑIA";4;6;0;97;;;"SERIA CUESTION DE VER LOS BENEFICIOS";1;"SEGUN LAS VENTAJAS QUE OFRESCAN";5;4;"LOS BENEFICIOS SON BUENOS";4;5;5;5;5;4;5;3;3;"OFRECE BUENOS SERVICIOS Y PROMOCIONES";5;5;5;5;5;5;4;4;8;8;8;8;7;8;8;8;8;8;8;8;8;8;8;8;8;9;8;4;2;2;;3;;9;1;9;3;1;15;4;"3 Telcel";1;;
1099;;3;;;;;;;19534;1;;;;;;;;;"3103lopezmegan";"2015-10-08 15:29:09";"2015-10-08 16:12:34";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1854379079;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;8;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;6;;"me regalaron el de movistar con 200 y no lo usaba cuando quise hacer una llamada ya no lo tenia me dijeron que si no lo gastaba en un mes te quitaban el saldo y para esto no paso un mes eran días, en esa ocasión yo fui a un local que esta en centro estaba uno todo el tiempo parado es muy chiquito y personas muy prepotentes nadamas uno fue amable";;"no se si sea costumbre ahi estamos la mayoría de mi familia es mas fácil si yo hablo de mi celular a un movistar se me va muy rápido el saldo";998;98;998;97;;;"tendría que primero ver si hay otra e investigar que sean buenas tarifas y que te rinda lo que le pongas, aveces no puede ponerle uno saldo";2;"por que mi familia esta en telcel y para que no me salga mas caro";4;1;"por lo mismo mi familia les puedo hablar con mas facilidad seria como decirles a todos cámbiense a unefon";4;1;1;1;1;1;4;1;1;"por lo mismo todos están en telcel seria como decirles a todos cámbiense a unefon";4;1;1;1;1;1;4;1;8;9;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;5;2;2;;4;;14;1;98;5;3;98;9;"3 Telcel";1;;
1122;;3;;;;;;;23278;1;;;;;;;;;"1412serranoveronica061502";"2015-10-08 15:31:27";"2015-10-08 15:42:47";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1854241408;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;95;;;;;;;;;;;;;2;;;;;;;;;;2;95;;;;"ESPTE PORQUE ME SALE MAS BARATO LA LLAMDAS";1;0;0;97;;;"POR LO DE LAS LLAMADAS MAS BARATO";2;"PORQUE NO SE CNO LA CONSCO";5;1;"LLLAMADAS MUY VARATO";1;1;1;1;1;1;1;1;1;"PORQUE NO LO CAMBIARIA";1;1;1;1;1;1;1;1;6;6;6;6;9;6;6;6;6;9;6;6;6;6;6;6;6;6;6;4;1;2;;1;;9;1;3;2;1;4;2;"3 Telcel";1;;
1165;;3;;;;;;;17614;1;;;;;;;;;"1406llanosmoises061503";"2015-10-08 15:36:24";"2015-10-08 16:00:54";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1853944476;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;8;;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;1;;"PÓR QUE ME DIERON UN PLAN MEJOR Y ME GUSTA,EL COSTO ES MENOR TIENE UN BUEN SERVICIO";"NO ME OFRECE TANTOS MINUTOS,MENSAJES,REDES ILIMITADAS.";;3;98;998;97;;;"POR QUE TENGO MEJORES BENEFICIOS ES UNA COMPAÑIA MUCHO MEJOR Y NO ME CAMBIARIA";2;"BUENO UNEFON ES COMO NO LA HE PROBADO PERO NO NADIE TIENE UNEFON CASI ES MUY DIFICIL SIMPLEMENTE PARA MI TRABAJO ME AFECTARIA POR QUE UNEFON AVECES EXISTE Y LA VEZ NO EXISTE SE QUEDO MUY ABAJO";5;5;"BUENO ME DICES QUE PAGARIA LO MISMO QUE EN MOVISTAR Y TENDRIA REDES SOCIALES ILIMITADAS LLAMADA A TODOS LOS NUMEROS Y SE ME HACE ATRACTIVO EL PLAN";5;3;5;5;5;5;5;5;4;"NECESITARIA COMO TENER POR ESCRITO LO QUE TIENEN Y PERNSARLO BIEN REALMENTE LEYENDO LAS COSAS Y VER QUE TIENEN EN PLAN LO PENSARIA";5;3;5;5;3;4;5;5;9;9;9;8;9;9;9;7;6;9;9;9;9;7;9;9;9;9;6;5;2;4;;3;;11;1;6;2;1;20;3;"3 Telcel";1;;
1181;;3;;;;;;;18860;1;;;;;;;;;"1422garciajose061502";"2015-10-08 15:37:46";"2015-10-08 16:17:42";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1853861686;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;7;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"SIEMPRE E TENIDO TELCEL, NUMEROS GRATIS";4;0;0;97;;;"NUNCA E CAMBIADO";2;"NUNCA E TENIDO INTERES";5;2;"NO E PENSADO";4;3;4;4;4;4;4;4;3;"NO CASI TENGO COMPAÑIA,NO ME ATRAE";4;4;4;4;4;4;4;4;7;7;7;7;9;9;7;7;7;7;7;7;7;7;7;7;7;7;7;3;2;96;"NO";96;"NO";14;3;99;5;3;999;3;"3 Telcel";1;;
1184;;3;;;;;;;19748;1;;;;;;;;;"1589garciamirna101501";"2015-10-08 15:38:05";"2015-10-08 15:54:38";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1853843013;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;96;2958;95;;;;;;;;;;;96;"TELCEL";95;;;;;;;;;;;;;;;;;;;;;;1;2;95;;;;;10;0;0;6;;"LOS PLANES TARIFARIOS, CUOTAS.";;1;"EL TIPO PLAN. SUFICIENTES GB PARA NAVEGACION (5GB AL MES)(MINUTOS A CELULARES Y LOCALES)";3;3;"SOLO SE CAMBIARIA POR EL EQUIPO";2;5;5;5;4;1;1;2;2;"PORQ SOLO ESTARIA BUSCANDO CAMBIAR DE EQUIPO";2;4;5;2;5;1;1;2;6;6;6;6;6;6;6;6;6;7;6;7;7;7;6;8;6;6;6;3;1;1;;96;"CONSULTORIA";5;1;5;2;1;10;1;"3 Telcel";1;;
1190;;3;;;;;;;20409;1;;;;;;;;;"1280perezjose031501";"2015-10-08 15:39:05";"2015-10-08 16:06:32";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1853783171;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"por que me siento agusto por su facilidad para hacer recargas";1;99;99;97;;;"por ya me acostumbre a cargar las recargas de telcel son muy rapidas alos 10 min ya tengo larecarga";2;"por que ya tuve un telefono con unefon casi no hay regargas de unefon";4;1;"me agrada mas telcel ya me acostumbre desconosco unefon";2;2;2;1;1;2;2;2;2;"por que desconosco como funciona";1;1;1;1;1;1;1;1;9;9;7;6;7;7;9;6;6;7;6;7;7;9;8;7;9;7;6;5;2;5;;1;;3;2;3;0;2;4;4;"3 Telcel";1;;
1248;;3;;;;;;;31711;1;;;;;;;;;"1589garciamirna101501";"2015-10-08 15:49:55";"2015-10-08 21:13:50";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1853133426;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;6;;"NO FUE POR DESICION DE CAMBIO, FUE PORQ LE ROBARON EL CEL Y DEJO PERDER EL PLAN";;"PORQ LE VENDIERON EL TELEFONO CON TODO Y EL CHIP";1;0;0;3;;"POR LAS RECARGAS, CUANDO SON DIAS MOVISTAR LES DAN EL DOBLE DE REACARGADA";;1;"SI TUVIERAN BUENAS PROMCIONES SI";4;3;"PORQ NO TENDRIA TIEMPO DE HACER EL CAMBIO, SI TUVIERA OPORTUNIDAD SI SE CAMBIARIA";4;4;4;4;5;1;1;3;3;"PORQ ES LO MISMO, ES LA MISMAA COMPAÑIA";2;4;4;4;5;1;1;2;7;6;6;8;7;7;9;6;6;7;7;7;7;9;7;8;7;6;9;2;1;5;;8;;5;2;4;1;1;8;4;"3 Telcel";1;;
1297;;3;;;;;;;18579;1;;;;;;;;;"1453gutierrezdavid061502";"2015-10-08 15:58:50";"2015-10-08 16:14:45";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"PaginaNSE";;-1852597625;"IOM 6.0";38;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;7;;1;5;6;;;;;;;;;1;;6;;;;;;;;;;;1;;2;;;;;2;;;;;2;6;;"ME SALIA UN POCO MAS BARATO";;"POR QUE DIGAMOS QUE ENTRA UN POCO MAS LA SEÑAL";4;0;0;2;;"POR EL TIPO DE PROMOCIONES QUE TIENE,LAS TARIFAS";;2;"NO CONOZCO BIEN LAS TARIFAS Y LA PROMOCIONES QUE TIENE";4;4;"TAL VEZ YA PRO LAS PROMOCIONS QUE ME DISTE ME SIRVAN UN POC MAS";4;4;4;4;4;2;4;4;4;"POR QUE LAS PROMOCIONES ESTAN MAS ALLEGADAS A LO QUE UNO NECESITA";4;4;4;4;4;2;4;4;7;7;7;8;7;7;7;7;7;7;7;7;7;8;7;7;7;7;7;2;1;1;;96;"LITIGANTE";11;1;5;2;2;9;1;"3 Telcel";1;;
1339;;3;;;;;;;28368;1;;;;;;;;;"1589garciamirna101501";"2015-10-08 16:06:24";"2015-10-08 16:37:28";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1852144271;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;2;;95;;;;;;;;;;;2;;95;;;;;;;;;;;;;;1;;;;;;;;;2;95;;;;"PARA LLAMADAS, ES MAS FACIL Q MIVISTAR (ECONOMIA)CONTACTOS TELCE";4;0;0;96;"NO SE CAMBIARIA}";"ECONOMIA, CONTACTOS SON TELCEL, ES UN PROCESO LARGO,";;2;"PORQ LE METE MUY POCA RECARGA, Y LA MINIMA ES DE 50, ECONOMIA";1;1;"NO MANEJA NAVEGACION, TIENE CELULKAR SENCILLO";2;1;2;1;1;1;1;2;2;"MAS PROMOCIONES (MAS MINUTOS, MENOR PRECIO QUE LAS DEMAS COMPAÑIAS)";2;1;1;1;1;2;1;2;8;7;9;7;7;7;7;7;7;7;8;7;7;7;8;7;7;7;7;4;2;3;;96;"COMERCIANTE";2;2;2;2;2;2;3;"3 Telcel";1;;
1354;;3;;;;;;;17557;1;;;;;;;;;"1406llanosmoises061503";"2015-10-08 16:08:03";"2015-10-08 16:26:18";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1852044883;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"POR QUE ESTA RAZON DE QUE EN PALENQUE TIENE MEJOR RECCESION Y OTRAS COMPAÑIAS NO SE ESCUCHAN BIEN";11;98;998;3;;"ES MAS ECONOMICA YA QUE CON TELCEL PAGO 3.80 EL MINUTO MAS IVA";;1;"SI DAN UN BUEN SERVICIO EN CUANTO A LA SEÑAL ME CAMBIARIA";5;4;"POR QUE SALIA MAS ECONOMICA TELCEL SALE CARO";5;5;5;5;5;5;5;5;4;"SIEMPRE Y CUANDO HAYA MAS COBERTURA  Y EL PRECIO ES MAS ECONOMICO";5;5;5;5;5;5;5;5;9;9;9;7;7;9;7;7;9;7;7;7;7;7;7;7;7;7;7;5;1;2;;1;;7;1;7;2;2;23;3;"3 Telcel";1;;
1360;;3;;;;;;;15733;1;;;;;;;;;"1416montanezjesus061502";"2015-10-08 16:08:55";"2015-10-08 16:23:36";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1851993371;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;1;;"LO";"D";"ES COSTUMBRE";7;0;0;97;;;"TODA MI FAMILIA ES TELCEL";2;"DE MI FAMILIA SE TENIA QUE CAMBIAR";4;1;"PARA UE DFD MI FAMILIA";1;1;2;1;1;1;2;1;1;"MI FAMILIA COMO LE HARIA ME SALIA MAS CARO";4;4;4;1;4;2;4;2;7;9;6;7;8;8;7;8;7;9;7;7;6;7;7;7;8;7;7;2;2;5;;3;;5;2;2;1;2;6;4;"3 Telcel";1;;
1372;;3;;;;;;;18078;1;;;;;;;;;"1280perezjose031501";"2015-10-08 16:10:34";"2015-10-08 16:37:19";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1851894388;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;7;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"por que tiene mas equipos y por la red es mejor esta en todo mexico";4;98;98;3;;"tiene mas minutos de tiempo son mas baratos sus llamadas el tiempo puedo hablar mas con menos";;2;"nose lo que me ofrece sus llamadas lo que cobras sus mensajes";2;2;"por que la cobertura de unefon no hay mucha red no agarra en todos lados";2;4;2;4;2;4;4;4;2;"por su red aveces no tiene ,agarra en pocos lados";2;2;4;2;2;2;2;2;6;6;6;6;6;6;6;6;6;8;8;8;8;8;6;8;8;6;6;2;1;4;;1;;4;2;2;1;1;7;3;"3 Telcel";1;;
1388;;3;;;;;;;20264;1;;;;;;;;;"1051montoyamaria011201";"2015-10-08 16:13:31";"2015-10-08 16:53:53";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1851717125;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;9;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;1;6;;"LA RECEPCION SI SALE UNA FUERA NECESITA QUE HABLEN";;"POR LA BUENA RECEPCION ME HA FUNCIONADO BIEN";10;98;998;97;;;"BUEN FUNCIONAMIENTO QUE LE CONSERVA EL SALDO";2;"MI HEREMANO TUVO UNEFON TUVO MUCHAS FALLAS Y LE QUITABAN SU SALDO QUE LO ESTABAN MANEJANDO COMO UNA RENTA MENSUAL QUE TUVIERA 150 MINIMO";5;1;"COMO YO LO VEO A LO MEJOR PASA LO MISMO QUE CON LAS OTRAS";3;2;3;3;3;2;2;3;3;"NO ME INTERSA CON IUSACAEL NI CON NINGUNA COMPAÑIA ESTA GUSTO CON TELCEL";2;3;3;3;3;3;3;3;9;9;7;9;9;8;9;8;9;9;9;9;8;8;9;9;8;8;9;3;2;1;;1;;9;1;5;2;1;6;2;"3 Telcel";1;;
1411;;3;;;;;;;29244;1;;;;;;;;;"1453gutierrezdavid061502";"2015-10-08 16:17:27";"2015-10-08 16:33:19";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1851481064;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;5;;1;7;;;;;;;;;;1;;95;;;;;;;;;;;;;2;;;;;;;;;;2;95;;;;"ME REGALO ESTE NUMERO MI MAMA HACE COMO 7 AÑOS";7;0;0;3;;"POR QUE NO HAY ROAMING,MI MAMA VIVE EN ESTADOS UNIDOS AHORITA,ME INTERESA HABLAR CON ELLA";;2;"TENGO LOS NUMEROS GRATIS DE TELCEL A TELCEL";4;2;"POR QUE NO HAY CASI LUGARES DONDE PUEDA METER SALDO DE ESA COMPAÑIA";2;2;4;2;2;2;4;4;1;"POR QUE ME QUIERO QUEDAR CON ESTA COMPAÑIA(TELCEL)";1;1;1;1;2;1;4;2;7;6;7;6;6;6;6;6;7;6;7;7;7;7;7;7;6;6;6;1;1;1;;6;;9;1;7;1;1;17;1;"3 Telcel";1;;
1430;;3;;;;;;;15437;1;;;;;;;;;"1523sanchezmario071504";"2015-10-08 16:20:27";"2015-10-08 16:40:28";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1851300727;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"POR QUE TIENE BUEN SERVICIO Y MUY BUENOS APARATOS.";7;0;0;97;;;"POR QUE TIENEN BUEN SERVICIO COMO DE TALLERES DONDE ME ARREGLNAN MI AQUIPO CUANO SE ME DAÑA.";2;"POR QUE ME GUSTA TELCEL";4;1;"POR QUE LLA ME INPUSE A TELCEL Y ME GUSTA.";2;4;2;3;4;4;2;3;4;"POR LOS SERVICIOS QUE TIENEN.";3;3;4;4;4;2;4;4;7;7;7;7;6;6;7;7;6;7;7;7;7;7;7;6;6;6;6;5;1;2;;7;;2;1;4;1;2;5;4;"3 Telcel";1;;
1469;;3;;;;;;;19374;1;;;;;;;;;"1424jimenezfelipe061504";"2015-10-08 16:25:43";"2015-10-08 16:39:32";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1850985074;"IOM 6.0";38;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;;;;;;;;;;;96;"IUSACELL";6;;;;;;;;;;;6;;;;;;;1;;;;1;1;1;;"POR QUE ES MAS ECONOMICO";"POR QUE AHI COMPAÑIAS MAS ECONIMICAS";;1;99;998;97;;;"TIENE BUENOS PLANES Y ES ECONIMICO";2;"ESTOY AGUSTO COPN MOVISTAR";1;1;"NO OCUPO LOS BENEFICIOS";3;4;1;1;4;1;4;2;1;"NO ME INTERESA CAMBIAR DE COMPAÑIA";4;2;1;1;4;1;4;4;6;8;6;8;8;8;6;6;8;7;9;7;7;9;7;9;7;6;6;3;1;5;;3;;11;1;2;1;1;14;1;"3 Telcel";1;;
1526;;3;;;;;;;26580;1;;;;;;;;;"3103lopezmegan";"2015-10-08 16:35:15";"2015-10-08 16:55:30";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1850412769;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;2;;;;;;;;;;2;95;;;;"me ha dado buen servicio, y el precio bien";6;98;998;97;;;"buen precio y calidad del servicio";2;"tendría que evaluar, si no es competitivo, si lo es desde luego";5;2;"tengo compromiso que me avente como todas las compañias llevo 8 meses y es compromiso de 18 meses, me penalizan";4;4;4;1;5;2;5;5;5;"por el atractivo de beneficios";5;4;4;5;5;1;5;5;6;6;7;6;7;7;7;6;9;9;7;7;7;9;7;9;7;9;9;5;1;2;;1;;11;1;6;2;1;22;1;"3 Telcel";1;;
